Security Code,Issuer Name,Symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation
500413,Thomas Cook (India) Ltd.,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A,1,INE332A01027,"Tour, Travel Related Services",8817.28
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,B,1,INE064A01026,Gems- Jewellery And Watches,1813.57
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B,10,INE932C01012,Plastic Products - Consumer,127.41
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A,5,INE685A01028,Pharmaceuticals,107488.83
500421,TPI India Ltd.,TPINDIA,TPI INDIA LTD.,Active,X,1,INE578C01021,Packaging,78.28
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Active,X,10,INE019B01010,Pharmaceuticals,51.41
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A,2,INE079A01024,Cement & Cement Products,141592.65
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,Active,X,1,INE184E01024,Residential- Commercial Projects,10.28
500429,Uniphos Enterprises Limited.,UNIENTER,UNIPHOS ENTERPRISES LTD.,Active,B,2,INE037A01022,Trading - Chemicals,1032.76
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Active,B,10,INE701A01023,Investment Company,1317.11
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A,1,INE038A01020,Aluminium,156754.59
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A,2,INE976A01021,Paper & Paper Products,3742.99
500449,Hindustan Organic Chemicals Ltd.,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B,10,INE048A01011,Commodity Chemicals,295.43
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Active,X,10,INE844C01027,Other Financial Services,38.35
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Active,T,10,INE818B01023,Petrochemicals,454.58
500458,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10,INE601A01017,Other Food Products,23.27
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A,10,INE179A01014,Personal Care,51807.33
500460,Mukand Ltd.,MUKANDLTD,MUKAND LTD.,Active,B,10,INE304A01026,Iron & Steel,2102.41
500463,BLACK BOX LIMITED,BBOX,Black Box Ltd,Active,B,2,INE676A01027,IT Enabled Services,8847.47
500464,UCAL LIMITED,UCAL,Ucal Ltd,Active,B,10,INE139B01016,Auto Components & Equipments,371.4
500467,Harrisons Malayalam Ltd.,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,T,10,INE544A01019,Rubber,507.15
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Active,A,2,INE171A01029,Private Sector Bank,50112.99
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Active,A,1,INE081A01020,Iron & Steel,190122.83
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A,10,INE640A01023,Abrasives & Bearings,25021.54
500477,Ashok Leyland Ltd.,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A,1,INE208A01029,Commercial Vehicles,62164.17
500480,Cummins India Ltd.,CUMMINSIND,CUMMINS INDIA LTD.,Active,A,2,INE298A01020,Compressors- Pumps & Diesel Engines,96206.42
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A,10,INE151A01013,Telecom - Cellular & Fixed line services,50041.73
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A,10,INE358A01014,Pharmaceuticals,62274.69
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A,10,INE118A01012,Holding Company,117561.56
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A,2,INE465A01025,Auto Components & Equipments,67776.95
500495,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,Active,A,10,INE042A01014,Tractors,41423.3
500500,Hindustan Motors Ltd.,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,T,5,INE253A01025,Passenger Cars & Utility Vehicles,540.84
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Active,A,2,INE018A01030,Civil Construction,489429.43
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Active,A,5,INE101A01026,Passenger Cars & Utility Vehicles,359454.44
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A,10,INE323A01026,Auto Components & Equipments,104938.22
500540,Premier Limited,PREMIER,PREMIER LTD.,Active,T,10,INE342A01018,Industrial Products,12.03
500547,Bharat Petroleum Corpn. Ltd.,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A,10,INE029A01011,Refineries & Marketing,133494.7
500550,Siemens Ltd.,SIEMENS,SIEMENS LTD.,Active,A,2,INE003A01024,Heavy Electrical Equipment,246025.68
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Active,A,2,INE155A01022,Passenger Cars & Utility Vehicles,307528.46
500575,Voltas Ltd.,VOLTAS,VOLTAS LTD.,Active,A,1,INE226A01021,Household Appliances,55692.87
500620,Great Eastern Shipping Co. Ltd.,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A,10,INE017A01032,Shipping,19060.82
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A,10,INE501A01019,Commodity Chemicals,16673.49
500650,Excell Industries Ltd.,EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,B,5,INE369A01029,Specialty Chemicals,2031.42
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,B,10,INE291A01017,Plastic Products - Industrial,9539.92
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A,10,INE159A01016,Pharmaceuticals,43935.45
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A,10,INE113A01013,Commodity Chemicals,9022.89
500672,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,Active,B,5,INE234A01025,Pharmaceuticals,2660.93
500674,Sanofi India Ltd,SANOFI,Sanofi India Ltd,Active,A,10,INE058A01010,Pharmaceuticals,15186.67
500680,Pfizer Ltd.,PFIZER,PFIZER LTD.,Active,A,10,INE182A01018,Pharmaceuticals,23890.15
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A,2,INE026A01025,Fertilizers,8124.96
500696,Hindustan Unilever Ltd.,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A,1,INE030A01027,Diversified FMCG,593271.79
500710,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Active,A,10,INE133A01011,Paints,19262.41
500730,NOCIL Ltd,NOCIL,NOCIL LTD.,Active,A,10,INE163A01018,Specialty Chemicals,4605.7
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Active,A,10,INE092A01019,Commodity Chemicals,28767.08
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B,10,INE148A01019,Petrochemicals,751.98
500780,Zuari Industries Limited,ZUARIIND,Zuari Industries Ltd,Active,B,10,INE217A01012,Sugar,1018.07
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Active,A,1,INE239A01024,Packaged Foods,218208.05
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A,1,INE192A01025,Tea & Coffee,99029.4
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Active,A,1,INE021A01026,Paints,277054.69
500825,Britannia Industries Ltd.,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A,1,INE216A01030,Packaged Foods,135176.49
500830,Colgate-Palmolive (India) Ltd.,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A,1,INE259A01022,Personal Care,81179.55
500840,EIH Ltd,EIHOTEL,EIH LTD.,Active,A,2,INE230A01023,Hotels & Resorts,22472.46
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A,1,INE053A01029,Hotels & Resorts,95056.8
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Active,A,5,INE172A01027,Lubricants,20435.27
500875,ITC Ltd,ITC,ITC LTD.,Active,A,1,INE154A01025,Diversified FMCG,600527.78
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A,1,INE438A01022,Tyres & Rubber Products,30665.85
500878,Ceat Ltd.,CEATLTD,CEAT LTD.,Active,A,10,INE482A01020,Tyres & Rubber Products,11046.31
500890,Modi Rubber Ltd.,MODIRUBBER,MODI RUBBER LTD.,Active,T,10,INE832A01018,Tyres & Rubber Products,296.1
500940,Finolex Industries Ltd.,FINPIPE,FINOLEX INDUSTRIES LTD.,Active,A,2,INE183A01024,Plastic Products - Industrial,18884.21
501110,Sunrise Industrial Traders Ltd.,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10,INE371U01015,Other Financial Services,0.36
501111,Gold Rock Investments Ltd.,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,XT,10,INE598F01014,Trading & Distributors,0.91
501144,Peoples Investments Ltd.,PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,XT,10,INE644U01015,Diversified Commercial Services,5.67
501148,Dalal Street Investments Ltd.,DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10,INE422D01012,Investment Company,20.3
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,Active,B,1,INE660C01027,Other Financial Services,1357.1
501242,TCI Finance Limited,TCIFINANCE,TCI FINANCE LTD.,Active,T,10,INE911B01018,Non Banking Financial Company (NBFC),16.98
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10,INE567L01017,Consulting Services,32.24
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10,INE825M01017,Residential- Commercial Projects,0.03
501295,Industrial Investment Trust Ltd.,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T,10,INE886A01014,Non Banking Financial Company (NBFC),811.71
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X,10,INE620D01011,Investment Company,1256.71
501301,Tata Investment Corporation Ltd.,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A,10,INE672A01018,Investment Company,33843.19
501311,Jayabharat Credit Ltd.,JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,X,10,INE998D01011,Non Banking Financial Company (NBFC),4.92
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Active,X,1,INE286N01028,Trading & Distributors,49.62
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,B,5,INE861B01023,Diversified Commercial Services,134.19
501351,Rapid Investments Ltd.,RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10,INE154M01012,Diversified Commercial Services,34.18
501370,Walchand Peoplefirst Limited,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,X,10,INE695D01021,Consulting Services,52.27
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10,INE094R01019,Other Financial Services,0.28
501391,W.H. Brady & Co. Ltd.,WHBRADY,W.H.BRADY & CO.LTD.,Active,XT,10,INE855A01019,Other Industrial Products,275.32
501421,TechNVision Ventures Limited,TECHNVISN,TECHNVISION VENTURES LTD.,Active,XT,10,INE314H01012,Software Products,2371.95
501423,Shaily Engineering Plastics Ltd.,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,B,2,INE151G01028,Plastic Products - Industrial,4793.15
501425,Bombay Burmah Trading Corpn. Ltd.,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A,2,INE050A01025,Packaged Foods,18844.69
501430,Bombay Cycle & Motor Agency Ltd.,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,Active,X,10,INE691K01017,Trading & Distributors,71.74
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A,2,INE224A01026,Compressors- Pumps & Diesel Engines,4355.54
501477,Muller & Phipps (India) Ltd.,MULLER,MULLER & PHIPPS (INDIA) LTD.,Active,XT,10,INE003F01015,Trading & Distributors,41.87
501479,SPRINGFORM TECHNOLOGY LIMITED,SFTL,Springform Technology Ltd,Active,P,10,INE02ZA01012,Trading & Distributors,
501622,Amalgamated Electricity Co. Ltd.,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,Active,XT,5,INE492N01022,Diversified Commercial Services,23.7
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,Active,XT,10,INE134R01013,Civil Construction,2.29
501700,India Nivesh Limited,INDIANVSH,INDIANIVESH LTD.,Active,X,1,INE131H01028,Non Banking Financial Company (NBFC),59.46
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,Active,B,10,INE377E01016,Seafood,325.21
501833,Chowgule Steamships Ltd.,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Active,X,10,INE490A01015,Shipping,102.28
501848,Global Offshore Services Ltd,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,XT,10,INE446C01013,Shipping,283.17
501945,Dhenu Buildcon Infra Limited,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,Z,1,INE758D01027,Non Banking Financial Company (NBFC),16.93
502015,ASI INDUSTRIES LIMITED,ASIIL,ASI Industries Ltd,Active,XT,1,INE443A01030,Industrial Minerals,454.34
502090,Sagar Cements Ltd,SAGCEM,SAGAR CEMENTS LTD.-$,Active,B,2,INE229C01021,Cement & Cement Products,2948.76
502133,Hemadri Cements Limited,HEMACEM,HEMADRI CEMENTS LTD.,Active,X,10,INE07BK01011,Cement & Cement Products,44.91
502137,Deccan Cements Ltd.,DECCANCE,DECCAN CEMENTS LTD.-$,Active,B,5,INE583C01021,Cement & Cement Products,813.84
502157,Mangalam Cement Ltd.,MANGLMCEM,MANGALAM CEMENT LTD.,Active,B,10,INE347A01017,Cement & Cement Products,2355.01
502168,NCL Industries Limited,NCLIND,NCL INDUSTRIES LTD.-$,Active,B,10,INE732C01016,Cement & Cement Products,937.22
502175,Saurashtra Cement Limited,SAURASHCEM,SAURASHTRA CEMENT LTD.,Active,B,10,INE626A01014,Cement & Cement Products,1327.36
502180,Shree Digvijay Cement Co. Ltd.,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,B,10,INE232A01011,Cement & Cement Products,1334.03
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A,1,INE666D01022,Glass - Industrial,5764.58
502250,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,Active,XT,10,INE347D01011,Other Construction Materials,38.15
502281,Triveni Glass Ltd.,TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,X,10,INE094C01011,Other Construction Materials,23.86
502294,Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,Active,X,10,INE416N01013,Electrodes & Refractories,88.98
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B,2,INE435A01051,Paper & Paper Products,1984.33
502355,Balkrishna Industries Ltd.,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A,2,INE787D01026,Tyres & Rubber Products,54126.88
502420,Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,Active,B,1,INE592A01026,Paper & Paper Products,880.99
502445,Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,Active,X,10,INE906D01014,Residential- Commercial Projects,48.43
502448,Rollatainters Ltd.,ROLLT,ROLLATAINERS LTD.,Active,T,1,INE927A01040,Packaging,66.03
502450,Seshasayee Paper & Boards Ltd.,SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Active,B,2,INE630A01024,Paper & Paper Products,1895.51
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X,10,INE777A01023,Paper & Paper Products,126.16
502589,VAPI ENTERPRISE LIMITED,VAPIENTER,Vapi Enterprise Ltd,Active,X,10,INE464D01014,Paper & Paper Products,37.39
502820,DCM Ltd.,DCM,DCM LTD.,Active,T,10,INE498A01018,IT Enabled Services,171.84
502850,Gaekwar Mills Ltd.,ZGAEKWAR,GAEKWAR MILLS LTD.,Active,X,10,INE837X01027,Other Textile Products,2.63
502865,Forbes & Company Ltd,FORBESCO,FORBES & COMPANY LTD.-$,Active,X,10,INE518A01013,Household Appliances,796.55
502873,H.P. Cotton Textile Mills Ltd.,HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Active,X,10,INE950C01014,Other Textile Products,50.4
502893,United Interactive Limited,UNITEDINT,UNITED INTERACTIVE LTD.,Active,X,10,INE706D01018,IT Enabled Services,17.51
502901,JAMSHRI REALTY LIMITED,JAMSHRI,Jamshri Realty Ltd-$,Active,XT,10,INE462D01034,Residential- Commercial Projects,116.4
502933,Katare Spinning Mills Ltd.,KATRSPG,KATARE SPINNING MILLS LTD.,Active,X,10,INE498G01015,Other Textile Products,64.4
502937,Kesoram Industries Ltd,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,A,10,INE087A01019,Cement & Cement Products,6618.19
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,X,100,INE938C01019,Other Textile Products,473.15
502986,Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,Active,A,2,INE825A01020,Other Textile Products,13837.01
503031,Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,Active,B,2,INE138A01028,Residential- Commercial Projects,1528.38
503092,Pasupati Spg. & Wvg. Mills Ltd.,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,Active,X,10,INE909B01020,Other Textile Products,30.81
503100,The Phoenix Mills Ltd.,PHOENIXLTD,The Phoenix Mills Ltd,Active,A,2,INE211B01039,Residential- Commercial Projects,53655.65
503101,Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B,5,INE182D01020,Residential- Commercial Projects,2948.82
503127,Raja Bahadur International Ltd,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100,INE491N01016,Residential- Commercial Projects,159.49
503162,Reliance Chemotex Industries Ltd.,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,B,10,INE750D01016,Other Textile Products,161.62
503169,Ruby Mills Ltd.,RUBYMILLS,RUBY MILLS LTD.,Active,B,5,INE301D01026,Other Textile Products,811.42
503229,Simplex Realty Limited,SIMPLXREA,SIMPLEX REALTY LTD.,Active,XT,10,INE167H01014,Residential- Commercial Projects,52.98
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A,1,INE665A01038,Diversified,15486.34
503349,Victoria Mills Ltd.,VICTMILL,VICTORIA MILLS LTD.,Active,XT,100,INE203D01016,Residential- Commercial Projects,71.76
503622,S.V. Trading & Agencies Ltd.,ZSVTRADI,S.V.TRADING & AGENCIES LTD.,Active,XT,10,INE404N01019,Other Financial Services,12.57
503624,Svaraj Trading & Agencies Ltd.,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Active,XT,10,INE406N01014,Other Financial Services,15.18
503626,Kshitij Investments Ltd,KSHITIJ,Kshitij Investments Ltd,Active,X,10,INE733N01011,Other Financial Services,3.31
503635,Shree Salasar Investment Ltd.,SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,XT,10,INE315N01017,Other Financial Services,8.2
503639,Indsoya Limited,INDSOYA,INDSOYA LTD.,Active,XT,5,INE314N01028,Diversified Commercial Services,0.38
503641,Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,Active,X,1,INE945J01027,Consulting Services,56.42
503657,Veer Energy & Infrastructure Limited,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,Active,XT,10,INE255E01030,Power Generation,34.41
503663,Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,Active,XT,1,INE026L01022,Investment Company,134.6
503671,Unijolly Investments Co. Ltd.,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,XT,10,INE130N01010,Other Financial Services,0.09
503675,Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,Active,X,2,INE786K01023,Diversified Commercial Services,5.98
503681,Elcid Investments Ltd.,ELCIDIN,ELCID INVESTMENTS LTD.,Active,XT,10,INE927X01018,Investment Company,5743.27
503685,Mediaone Global Entertainment Limited,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,Active,X,10,INE828I01019,Film Production- Distribution & Exhibition,58.51
503689,Healthy Investments Ltd.,HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10,INE160N01017,Diversified Commercial Services,0.08
503696,Shreenath Investments Co. Ltd.,SHRENTI,SHREENATH INVESTMENTS CO.LTD.,Active,X,10,INE475V01012,Diversified Commercial Services,
503722,Banswara Syntex Ltd.,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B,5,INE629D01020,Other Textile Products,483.53
503772,Modella Woollens Ltd.,MODWOOL,MODELLA WOOLLENS LTD.,Active,X,10,INE380D01012,Trading & Distributors,5.55
503776,Modipon Ltd.,MODIPON,MODIPON LTD.,Active,X,10,INE170C01019,Residential- Commercial Projects,78.14
503804,Shri Dinesh Mills Ltd.,SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,X,10,INE204C01024,Other Textile Products,249.84
503806,SRF Ltd.,SRF,SRF LTD.,Active,A,10,INE647A01010,Specialty Chemicals,68103.6
503811,Siyaram Silk Mills Ltd.,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B,2,INE076B01028,Other Textile Products,2946.79
503816,Swadeshi Polytex Ltd.,SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,1,INE243N01029,Other Textile Products,400.61
503837,Shree Rajasthan Syntex Ltd.,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,Active,XT,10,INE796C01011,Other Textile Products,64.96
503863,Shree Manufacturing Co. Ltd.,SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10,INE632A01012,Other Textile Products,10.64
503893,Satyam Silk Mills Ltd,ZSATYASL,SATYAM SILK MILLS LTD.,Active,XT,10,INE07MC01015,Other Financial Services,0.64
503960,Bharat Bijlee Ltd.,BBL,BHARAT BIJLEE LTD.-$,Active,B,5,INE464A01036,Other Electrical Equipment,5250.3
504000,Elpro International Ltd.,ELPROINTL,ELPRO INTERNATIONAL LTD.,Active,B,1,INE579B01039,Residential- Commercial Projects,1933.76
504028,GEE Ltd.,GEE,GEE LTD.,Active,Z,2,INE064H01021,Other Electrical Equipment,420.62
504036,Hind Rectifiers Ltd.,HIRECT,HIND RECTIFIERS LTD.,Active,B,2,INE835D01023,Industrial Products,2088.51
504058,Indo National Limited,NIPPOBATRY,INDO-NATIONAL LTD.,Active,B,5,INE567A01028,Household Products,421.5
504067,Zensar Technologies Ltd.,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,Active,A,2,INE520A01027,Computers - Software & Consulting,15913.82
504076,Jyoti Ltd.,JYOTI,JYOTI LTD.-$,Active,X,10,INE511D01012,Heavy Electrical Equipment,203.49
504080,JSL Industries Ltd.,JSLINDL,JSL INDUSTRIES LTD.,Active,XT,10,INE581L01018,Other Electrical Equipment,295.94
504084,Kaycee Industries Ltd.,KAYCEEI,KAYCEE INDUSTRIES LTD.,Active,XT,10,INE813G01023,Other Electrical Equipment,886.88
504092,Indokem Ltd,INDOKEM,INDOKEM LTD.,Active,X,10,INE716F01012,Specialty Chemicals,225.89
504093,Panasonic Energy India Co. Ltd.,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,Active,X,10,INE795A01017,Household Products,368.4
504112,Nelco Ltd,NELCO,NELCO LTD.,Active,B,10,INE045B01015,Computers Hardware & Equipments,2099.29
504132,Permanent Magnets Ltd.,PERMAGN,PERMANENT MAGNETS LTD.-$,Active,B,10,INE418E01018,Other Electrical Equipment,769.26
504176,High Energy Batteries (India) Ltd.,HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,Active,X,2,INE783E01023,Household Products,580.77
504180,Standard Batteries Ltd.,STDBAT,STANDARD BATTERIES LTD.,Active,X,1,INE502C01039,Non Banking Financial Company (NBFC),39.82
504212,Universal Cables Ltd.,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B,10,INE279A01012,Cables - Electricals,2302.04
504220,W.S. Industries (India) Ltd.,WSI,W.S.INDUSTRIES (INDIA) LTD.-$,Active,B,10,INE100D01014,Civil Construction,813.56
504240,Delton Cables Ltd.,DLTNCBL,DELTON CABLES LTD.,Active,XT,10,INE872E01016,Other Electrical Equipment,569.64
