Security Code,Issuer Name,Symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation
543274,SUUMAYA CORPORATION LIMITED,SUUMAYA,Suumaya Corporation Ltd,Active,M,10,INE0EMB01015,Other Textile Products,7.89
543275,Anupam Rasayan India Limited,ANURAS,Anupam Rasayan India Ltd,Active,A,10,INE930P01018,Specialty Chemicals,8110.74
543276,Craftsman Automation Limited,CRAFTSMAN,Craftsman Automation Ltd,Active,A,5,INE00LO01017,Auto Components & Equipments,11987.43
543277,Laxmi Organic Industries Limited,LXCHEM,Laxmi Organic Industries Ltd,Active,A,2,INE576O01020,Specialty Chemicals,7563.09
543278,Kalyan Jewellers India Limited,KALYANKJIL,Kalyan Jewellers India Ltd,Active,A,10,INE303R01014,Gems- Jewellery And Watches,67287.91
543279,Suryoday Small Finance Bank Limited,SURYODAY,Suryoday Small Finance Bank Ltd,Active,B,10,INE428Q01011,Other Bank,1601.68
543280,Nazara Technologies Limited,NAZARA,Nazara Technologies Ltd,Active,A,4,INE418L01021,Digital Entertainment,7049.49
543281,Suvidhaa Infoserve Limited,SUVIDHAA,Suvidhaa Infoserve Ltd,Active,B,1,INE018401013,Financial Technology (Fintech),110.15
543283,BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE,Barbeque-Nation Hospitality Ltd,Active,B,5,INE382M01027,Restaurants,2197.27
543284,EKI Energy Services Limited,EKI,EKI Energy Services Ltd,Active,B,10,INE0CPR01018,Consulting Services,778.18
543285,Rajeshwari Cans Limited,RCAN,Rajeshwari Cans Ltd,Active,MT,10,INE0CQ101015,Packaging,334.9
543286,Jetmall Spices and Masala Limited,JETMALL,Jetmall Spices and Masala Ltd,Active,M,10,INE0D9X01018,Other Food Products,5.87
543287,Macrotech Developers Limited,LODHA,Macrotech Developers Ltd,Active,A,10,INE670K01029,Residential- Commercial Projects,115954.89
543288,Deep Industries Limited,DEEPINDS,Deep Industries Ltd,Active,B,5,INE0FHS01024,Offshore Support Solution Drilling,3120.96
543291,Mirae Asset Mutual Fund,MAFANG,Mirae Asset NYSE FANG+ ETF,Active,B,40,INF769K01HF4,,
543292,ICICI Prudential Mutual Fund,HEALTHIETF,ICICI Prudential Nifty Healthcare ETF,Active,B,10,INF109KC1Q72,,
543297,Inox Wind Energy Limited,IWEL,Inox Wind Energy Ltd,Active,T,10,INE0FLR01028,Heavy Electrical Equipment,14337.82
543298,Vineet Laboratories Limited,VINEETLAB,Vineet Laboratories Ltd,Active,B,10,INE505Y01010,Pharmaceuticals,51.53
543299,Shyam Metalics and Energy Limited,SHYAMMETL,Shyam Metalics and Energy Ltd,Active,A,10,INE810G01011,Iron & Steel Products,24239.81
543300,Sona BLW Precision Forgings Limited,SONACOMS,Sona BLW Precision Forgings Ltd,Active,A,10,INE073K01018,Auto Components & Equipments,42698.86
543305,Navoday Enterprises Limited,NAVODAYENT,Navoday Enterprises Ltd,Active,M,10,INE0DB001013,Consulting Services,7.44
543306,Dodla Dairy Limited,DODLA,Dodla Dairy Ltd,Active,A,10,INE021O01019,Dairy Products,7059.26
543308,Krishna Institute of Medical Sciences Limited,KIMS,Krishna Institute of Medical Sciences Ltd,Active,A,2,INE967H01025,Hospital,22145.69
543309,Adeshwar Meditex Limited,ADESHWAR,Adeshwar Meditex Ltd,Active,M,10,INE0H8J01015,Healthcare Research- Analytics & Technology,36.08
543310,Times Green Energy (India) Limited,TIMESGREEN,Times Green Energy (India) Ltd,Active,MT,10,INE0B6101012,Other Agricultural Products,14.23
543311,India Pesticides Limited,IPL,India Pesticides Ltd,Active,A,1,INE0D6701023,Pesticides & Agrochemicals,2286
543312,Focus Business Solution Limited,FOCUS,Focus Business Solution Ltd,Active,MT,10,INE0DXR01010,Computers - Software & Consulting,43.7
543317,G R Infraprojects Limited,GRINFRA,G R Infraprojects Ltd,Active,A,5,INE201P01022,Civil Construction,15254.42
543318,Clean Science and Technology Limited,CLEAN,Clean Science and Technology Ltd,Active,A,1,INE227W01023,Specialty Chemicals,15960.89
543319,AA Plus Tradelink Limited,AAPLUSTRAD,AA Plus Tradelink Ltd,Active,M,10,INE0C5901014,Trading & Distributors,36.27
543320,Zomato Limited,ZOMATO,Zomato Ltd,Active,A,1,INE758T01015,E-Retail/ E-Commerce,213972.02
543321,Tatva Chintan Pharma Chem Limited,TATVA,Tatva Chintan Pharma Chem Ltd,Active,B,10,INE0GK401011,Specialty Chemicals,2009.38
543322,Glenmark Life Sciences Limited,GLS,Glenmark Life Sciences Ltd,Active,A,2,INE03Q201024,Pharmaceuticals,13031.37
543323,Mirae Asset Mutual Fund,BFSI,Mirae Asset Nifty Financial Services ETF,Active,B,10,INF769K01HI8,,
543324,Gretex Corporate Services Limited,GCSL,Gretex Corporate Services Ltd,Active,M,10,INE199P01028,Other Capital Market related Services,580.29
543325,Rolex Rings Limited,ROLEXRINGS,Rolex Rings Ltd,Active,A,10,INE645S01016,Auto Components & Equipments,6140.02
543326,ICICI Prudential Mutual Fund,FMCGIETF,ICICI Prudential Nifty FMCG ETF,Active,B,1,INF109KC19V3,,
543327,Exxaro Tiles Limited,EXXARO,Exxaro Tiles Ltd,Active,B,10,INE0GFE01018,Ceramics,404.19
543328,Krsnaa Diagnostics Limited,KRSNAA,Krsnaa Diagnostics Ltd,Active,B,5,INE08LI01020,Healthcare Service Provider,2967.27
543329,Windlas Biotech Limited,WINDLAS,Windlas Biotech Ltd,Active,B,5,INE0H5O01029,Pharmaceuticals,2197.44
543330,Devyani International Limited,DEVYANI,Devyani International Ltd,Active,A,1,INE872J01023,Restaurants,20759.84
543331,Meghmani Organics Limited,MOL,Meghmani Organics Ltd,Active,B,1,INE0CT101020,Pesticides & Agrochemicals,2581.29
543332,Epigral Limited,EPIGRAL,Epigral Ltd,Active,B,10,INE071N01016,Specialty Chemicals,9191.69
543333,CarTrade Tech Limited,CARTRADE,CarTrade Tech Ltd,Active,A,10,INE290S01011,E-Retail/ E-Commerce,5323.62
543334,Nuvoco Vistas Corporation Limited,NUVOCO,Nuvoco Vistas Corporation Ltd,Active,A,10,INE118D01016,Cement & Cement Products,12671.9
543335,Aptus Value Housing Finance India Limited,APTUS,Aptus Value Housing Finance India Ltd,Active,A,2,INE852O01025,Housing Finance Company,17168.68
543336,Chemplast Sanmar Limited,CHEMPLASTS,Chemplast Sanmar Ltd,Active,A,5,INE488A01050,Commodity Chemicals,7690.45
543341,SHARPLINE BROADCAST LIMITED,SHARPLINE,Sharpline Broadcast Ltd,Active,XT,10,INE647W01014,Advertising & Media Agencies,13.61
543346,Aashka Hospitals Limited,AASHKA,Aashka Hospitals Ltd,Active,M,10,INE0EAX01014,Hospital,254.94
543347,Axis Mutual Fund,AXISTECETF,Axis NIFTY IT ETF,Active,B,100,INF846K01Y96,,
543348,Axis Mutual Fund,AXISHCETF,Axis NIFTY Healthcare ETF,Active,B,10,INF846K01Z12,,
543349,Ami Organics Limited,AMIORG,Ami Organics Ltd,Active,A,10,INE00FF01017,Pharmaceuticals,8384.61
543350,Vijaya Diagnostic Centre Limited,VIJAYA,Vijaya Diagnostic Centre Ltd,Active,A,1,INE043W01024,Healthcare Service Provider,10055.96
543352,PlatinumOne Business Services Limited,POBS,PlatinumOne Business Services Ltd,Active,M,10,INE0DTJ01015,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),27.69
543357,Axis Mutual Fund,AXISCETF,Axis NIFTY India Consumption ETF,Active,B,10,INF846K016C7,,
543358,Sansera Engineering Limited,SANSERA,Sansera Engineering Ltd,Active,A,2,INE953O01021,Auto Components & Equipments,9628.37
543363,Prevest Denpro Limited,PREVEST,Prevest Denpro Ltd,Active,M,10,INE0GAO01018,Medical Equipment & Supplies,657.76
543364,Markolines Pavement Technologies Limited,MARKOLINES,Markolines Pavement Technologies Ltd,Active,M,10,INE0FW001016,Civil Construction,411.48
543365,Mirae Asset Mutual Fund,MASPTOP50,Mirae Asset S&P 500 Top 50 ETF,Active,B,20,INF769K01HP3,,
543366,SBL Infratech Limited,SBLI,SBL Infratech Ltd,Active,M,10,INE0DLM01024,Residential- Commercial Projects,2.86
543367,Paras Defence and Space Technologies Limited,PARAS,Paras Defence and Space Technologies Ltd,Active,A,10,INE045601015,Aerospace & Defense,4194.57
543372,Getalong Enterprise Limited,GETALONG,Getalong Enterprise Ltd,Active,MT,10,INE0H1201012,Consulting Services,88.54
543373,Shri Venkatesh Refineries Limited,SVRL,Shri Venkatesh Refineries Ltd,Active,M,10,INE0HLJ01013,Edible Oil,353.91
543374,Aditya Birla Sun Life AMC Limited,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Active,A,5,INE404A01024,Asset Management Company,23717.22
543375,Promax Power Limited,PROMAX,Promax Power Ltd,Active,M,10,INE0I2F01015,Civil Construction,112.45
543376,Samor Reality Limited,SAMOR,Samor Reality Ltd,Active,T,10,INE0GD201014,Residential- Commercial Projects,193.07
543377,Adishakti Loha and Ispat Limited,ADISHAKTI,Adishakti Loha and Ispat Ltd,Active,M,10,INE0CWK01019,Iron & Steel Products,5.29
543383,ICICI Prudential Mutual Fund,CONSUMIETF,ICICI Prudential Nifty India Consumption ETF,Active,B,10,INF109KC1V42,,
543384,FSN E-Commerce Ventures Limited,NYKAA,FSN E-Commerce Ventures Ltd,Active,A,1,INE388Y01029,E-Retail/ E-Commerce,52420.24
543386,Fino Payments Bank Limited,FINOPB,Fino Payments Bank Ltd,Active,B,10,INE02NC01014,Other Bank,3147.58
543387,S.J.S. Enterprises Limited,SJS,S.J.S. Enterprises Ltd,Active,A,10,INE284S01014,Auto Components & Equipments,3758.69
543388,DSP Mutual Fund,EQUAL50ADD,DSP Nifty 50 Equal Weight ETF,Active,B,10,INF740KA1QK2,,
543389,Sigachi Industries Limited,SIGACHI,Sigachi Industries Ltd,Active,B,1,INE0D0K01022,Pharmaceuticals,1640.97
543390,PB Fintech Limited,POLICYBZR,PB Fintech Ltd,Active,A,2,INE417T01026,Financial Technology (Fintech),74811.16
543391,Suyog Gurbaxani Funicular Ropeways Limited,SGFRL,Suyog Gurbaxani Funicular Ropeways Ltd,Active,M,10,INE07GA01011,Civil Construction,420.17
543396,One 97 Communications Limited,PAYTM,One 97 Communications Ltd,Active,A,1,INE982J01020,Financial Technology (Fintech),48617.72
543397,Sapphire Foods India Limited,SAPPHIRE,Sapphire Foods India Ltd,Active,A,2,INE806T01020,Restaurants,10286.72
543398,Latent View Analytics Limited,LATENTVIEW,Latent View Analytics Ltd,Active,A,1,INE0I7C01011,Computers - Software & Consulting,9383.2
543399,Tarsons Products Limited,TARSONS,Tarsons Products Ltd,Active,B,2,INE144Z01023,Medical Equipment & Supplies,2232.54
543400,Omnipotent Industries Limited,OMNIPOTENT,Omnipotent Industries Ltd,Active,MT,10,INE0JFE01012,Refineries & Marketing,7.77
543401,Go Fashion (India) Limited,GOCOLORS,Go Fashion (India) Ltd,Active,A,10,INE0BJS01011,Speciality Retail,6248.84
543410,DMR Hydroengineering & Infrastructures Limited,DMR,DMR Hydroengineering & Infrastructures Ltd,Active,M,10,INE07L501010,Consulting Services,57.76
543411,HI-TECH PIPES LIMITED,HITECH,Hi-Tech Pipes Ltd,Active,B,1,INE106T01025,Iron & Steel Products,3871.23
543412,Star Health and Allied Insurance Company Limited,STARHEALTH,Star Health and Allied Insurance Company Ltd,Active,A,10,INE575P01011,General Insurance,28238.5
543413,Tega Industries Limited,TEGA,Tega Industries Ltd,Active,A,10,INE011K01018,Industrial Products,13620.15
543414,Mirae Asset Mutual Fund,MAHKTECH,Mirae Asset Hang Seng TECH ETF,Active,B,10,INF769K01HS7,,
543415,Anand Rathi Wealth Limited,ANANDRATHI,Anand Rathi Wealth Ltd,Active,A,5,INE463V01026,Financial Products Distributor,16772.24
543416,Zodiac Energy Limited,ZODIAC,Zodiac Energy Ltd,Active,T,10,INE761Y01019,Civil Construction,905.77
543417,RateGain Travel Technologies Limited,RATEGAIN,RateGain Travel Technologies Ltd,Active,A,1,INE0CLI01024,Computers - Software & Consulting,9285.66
543419,Shriram Properties Limited,SHRIRAMPPS,Shriram Properties Ltd,Active,A,10,INE217L01019,Residential- Commercial Projects,1849.18
543420,Jet Freight Logistics Limited,JETFREIGHT,Jet Freight Logistics Ltd,Active,T,5,INE982V01025,Logistics Solution Provider,72.11
543425,C.E. Info Systems Limited,MAPMYINDIA,C.E. Info Systems Ltd,Active,A,2,INE0BV301023,Software Products,10318.7
543426,Metro Brands Limited,METROBRAND,Metro Brands Ltd,Active,A,5,INE317I01021,Footwear,32266.76
543427,Medplus Health Services Limited,MEDPLUS,Medplus Health Services Ltd,Active,A,2,INE804L01022,Pharmacy Retail,7838.11
543428,Data Patterns (India) Limited,DATAPATTNS,Data Patterns (India) Ltd,Active,A,2,INE0IX101010,Aerospace & Defense,13139.44
543433,HP Adhesives Limited,HPAL,HP Adhesives Ltd,Active,B,2,INE0GSL01024,Specialty Chemicals,748.14
543434,Supriya Lifescience Limited,SUPRIYA,Supriya Lifescience Ltd,Active,B,2,INE07RO01027,Pharmaceuticals,5191.14
543435,CLARA INDUSTRIES LIMITED,CLARA,Clara Industries Ltd,Active,MT,10,INE0JJS01014,Packaging,59.54
543437,Motilal Oswal Mutual Fund,MONQ50,Motilal Oswal Nasdaq Q 50 ETF,Active,B,10,INF247L01AU3,,
543438,DSP Mutual Fund,MIDQ50ADD,DSP Nifty Midcap 150 Quality 50 ETF,Active,B,10,INF740KA1QL0,,
543439,Brandbucket Media & Technology Limited,BRANDBUCKT,Brandbucket Media & Technology Ltd,Active,MT,10,INE0ILD01014,Advertising & Media Agencies,41.58
543440,DSP Mutual Fund,NIFTY50ADD,DSP Nifty 50 ETF,Active,B,10,INF740KA1CL0,,
543441,CMS Info Systems Limited,CMSINFO,CMS Info Systems Ltd,Active,A,10,INE925R01014,Diversified Commercial Services,8487.97
543442,Brand Concepts Limited,BCONCEPTS,Brand Concepts Ltd,Active,B,10,INE977Y01011,Speciality Retail,584.45
543444,FABINO ENTERPRISES LIMITED,FABINO,Fabino Enterprises Ltd,Active,M,10,INE0DRT01018,Pharmaceuticals,5.78
543449,WONDER ELECTRICALS LIMITED,WEL,Wonder Electricals Ltd,Active,B,10,INE02WG01016,Household Appliances,2109.29
543450,ICICI Prudential Mutual Fund,AUTOIETF,ICICI Prudential Nifty Auto ETF,Active,B,1,INF109KC10V2,,
543451,AGS TRANSACT TECHNOLOGIES LIMITED,AGSTRA,AGS Transact Technologies Ltd,Active,B,10,INE583L01014,Financial Technology (Fintech),1141.27
543453,ALKOSIGN LIMITED,ALKOSIGN,Alkosign Ltd,Active,M,10,INE0KA601012,Stationary,84.18
543454,Mirae Asset Mutual Fund,MAKEINDIA,Mirae Asset Nifty India Manufacturing ETF,Active,B,50,INF769K01IB1,,
543458,Adani Wilmar Limited,AWL,Adani Wilmar Ltd,Active,A,1,INE699H01024,Edible Oil,44481.5
543460,Quality RO Industries Limited,QRIL,Quality RO Industries Ltd,Active,MT,10,INE0KAF01018,Industrial Products,33.2
543461,Safa Systems & Technologies Limited,SSTL,Safa Systems & Technologies Ltd,Active,M,10,INE0JNA01014,Trading & Distributors,37.19
543462,DEV INFORMATION TECHNOLOGY LIMITED,DEVIT,Dev Information Technology Ltd,Active,B,5,INE060X01026,IT Enabled Services,342.44
543463,Vedant Fashions Limited,MANYAVAR,Vedant Fashions Ltd,Active,A,1,INE825V01034,Speciality Retail,33569.94
543464,Maruti Interior Products Limited,SPITZE,Maruti Interior Products Ltd,Active,M,10,INE0JSJ01014,Houseware,129.09
543465,Motilal Oswal Mutual Fund,MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,Active,B,2,INF247L01BK2,,
543470,SoftTech Engineers Limited,SOFTTECH,Softtech Engineers Ltd,Active,B,10,INE728Z01015,Computers - Software & Consulting,521.74
543472,Aditya Birla Sun Life Mutual Fund,TECH,Aditya Birla Sunlife Nifty IT ETF,Active,B,1,INF209KB11D8,,
543473,Aditya Birla Sun Life Mutual Fund,HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF,Active,B,1,INF209KB10C2,,
543474,Aditya Birla Sun Life Mutual Fund,BSLNIFTY,Aditya Birla Sun Life Nifty 50 ETF,Active,B,1,INF209KB19D1,,
543475,Ekennis Software Service Limited,EKENNIS,Ekennis Software Service Ltd,Active,M,10,INE0KCM01010,IT Enabled Services,11.76
543481,Mirae Asset Mutual Fund,MIDCAPETF,Mirae Asset Nifty Midcap 150 ETF,Active,B,5,INF769K01IC9,,
543482,Eureka Forbes Limited,EUREKAFORB,Eureka Forbes Ltd,Active,A,10,INE0KCE01017,Household Appliances,10636.51
543489,Gateway Distriparks Limited,GATEWAY,Gateway Distriparks Ltd,Active,A,10,INE079J01017,Logistics Solution Provider,4351.4
543490,GMR Power and Urban Infra Limited,GMRP&UI,GMR Power and Urban Infra Ltd,Active,A,5,INE0CU601026,Power Generation,8256.36
543497,Bhatia Colour Chem Limited,BCCL,Bhatia Colour Chem Ltd,Active,MT,10,INE0KQ001017,Specialty Chemicals,174.03
543498,Motherson Sumi Wiring India Limited,MSUMI,Motherson Sumi Wiring India Ltd,Active,A,1,INE0FS801015,Auto Components & Equipments,28396.78
543499,Achyut Healthcare Limited,ACHYUT,Achyut Healthcare Ltd,Active,M,10,INE0K1401012,Pharmaceuticals,111.89
543500,Evoq Remedies Limited,EVOQ,Evoq Remedies Ltd,Active,M,10,INE0JVD01011,Trading & Distributors,19.92
543501,Motilal Oswal Mutual Fund,MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,Active,B,2,INF247L01BL0,,
543512,Avro India Limited,AVROIND,Avro India Ltd,Active,T,10,INE652Z01017,Plastic Products - Consumer,150.3
543513,Uma Exports Limited,UMAEXPORTS,Uma Exports Ltd,Active,T,10,INE0GIU01018,Trading & Distributors,396.08
543514,Veranda Learning Solutions Limited,VERANDA,Veranda Learning Solutions Ltd,Active,B,10,INE0IQ001011,E-Learning,2002.28
543515,Sunrise Efficient Marketing Limited,SEML,Sunrise Efficient Marketing Ltd,Active,MT,10,INE0KPY01017,Trading & Distributors,170.1
543516,DHYAANI TRADEVENTTURES LIMITED,DHYAANITR,Dhyaani Tradeventtures Ltd,Active,MT,10,INE0K5F01014,Trading & Distributors,24.07
543517,Hariom Pipe Industries Limited,HARIOMPIPE,Hariom Pipe Industries Ltd,Active,B,10,INE00EV01017,Iron & Steel Products,1760.02
543518,Eighty Jewellers Limited,EIGHTY,Eighty Jewellers Ltd,Active,M,10,INE0KSN01014,Gems- Jewellery And Watches,45.91
543519,Shashwat Furnishing Solutions Limited,SFSL,Shashwat Furnishing Solutions Ltd,Active,M,10,INE0JMN01019,Furniture- Home Furnishing,9.17
543520,Global Longlife Hospital and Research Limited,GLHRL,Global Longlife Hospital and Research Ltd,Active,M,10,INE0J2K01014,Hospital,34.68
543521,Fone4 Communications (India) Limited,FONE4,Fone4 Communications (India) Ltd,Active,M,10,INE0L3H01014,E-Retail/ E-Commerce,9.8
543522,Nanavati Ventures Limited,NVENTURES,Nanavati Ventures Ltd,Active,MT,10,INE0E5R01017,Precious Metals,19.3
543523,Campus Activewear Limited,CAMPUS,Campus Activewear Ltd,Active,A,5,INE278Y01022,Footwear,8887.43
543524,Rainbow Children's Medicare Limited,RAINBOW,Rainbow Children's Medicare Ltd,Active,A,10,INE961O01016,Hospital,15721.21
543525,Silver Touch Technologies Limited,SILVERTUC,Silver Touch Technologies Ltd,Active,B,10,INE625X01018,IT Enabled Services,902.63
543526,LIFE INSURANCE CORPORATION OF INDIA,LICI,Life Insurance Corporation of India,Active,A,10,INE0J1Y01017,Life Insurance,586801.66
543527,Prudent Corporate Advisory Services Limited,PRUDENT,Prudent Corporate Advisory Services Ltd,Active,B,5,INE00F201020,Financial Products Distributor,12138.78
543528,Venus Pipes & Tubes Limited,VENUSPIPES,Venus Pipes & Tubes Ltd,Active,A,10,INE0JA001018,Iron & Steel Products,3823.38
543529,Delhivery Limited,DELHIVERY,Delhivery Ltd,Active,A,1,INE148O01028,Logistics Solution Provider,26224.22
543530,Paradeep Phosphates Limited,PARADEEP,Paradeep Phosphates Ltd,Active,A,10,INE088F01024,Fertilizers,8824.65
543531,Tierra Agrotech Limited,TIERRA,Tierra Agrotech Ltd,Active,X,10,INE05CY01014,Other Agricultural Products,439.48
543532,ETHOS LIMITED,ETHOSLTD,Ethos Ltd,Active,A,10,INE04TZ01018,Gems- Jewellery And Watches,6908.38
543533,eMudhra Limited,EMUDHRA,eMudhra Ltd,Active,B,5,INE01QM01018,IT Enabled Services,7078.04
543534,Aether Industries Limited,AETHER,Aether Industries Ltd,Active,A,10,INE0BWX01014,Specialty Chemicals,11240.22
543535,We Win Limited,WEWIN,We Win Ltd,Active,B,10,INE082W01014,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),71.67
543536,Silver Pearl Hospitality & Luxury Spaces Limited,SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Ltd,Active,M,10,INE0KXN01014,Hotels & Resorts,7.47
543537,Scarnose International Limited,SCARNOSE,Scarnose International Ltd,Active,MT,10,INE0IXR01019,Other Textile Products,32.08
543538,Goel Food Products Limited,GOEL,Goel Food Products Ltd,Active,MT,10,INE0K6L01010,Hotels & Resorts,63.12
543539,MODI’S NAVNIRMAN LIMITED,MODIS,Modis Navnirman Ltd,Active,M,10,INE0L0L01012,Residential- Commercial Projects,538.76
543540,Pearl Green Clubs and Resorts Limited,PGCRL,Pearl Green Clubs and Resorts Ltd,Active,M,10,INE0GTX01019,Other Agricultural Products,40.08
543541,SAILANI TOURS N TRAVELS LIMITED,SAILANI,Sailani Tours N Travels Ltd,Active,MT,10,INE0KHQ01010,"Tour, Travel Related Services",10.45
543542,KESAR INDIA LIMITED,KESAR,Kesar India Ltd,Active,MT,10,INE0L1C01019,Residential- Commercial Projects,2419.88
543543,B-RIGHT REALESTATE LIMITED,BRRL,B-Right Realestate Ltd,Active,MT,10,INE0IZQ01016,Residential- Commercial Projects,385.41
543544,JAYANT INFRATECH LIMITED,JAYANT,Jayant Infratech Ltd,Active,M,10,INE0KR801019,Civil Construction,115.85
543545,Veerkrupa Jewellers Limited,VEERKRUPA,Veerkrupa Jewellers Ltd,Active,M,1,INE0ID001024,Gems- Jewellery And Watches,21.36
543546,HEALTHY LIFE AGRITEC LIMITED,HEALTHYLIFE,Healthy Life Agritec Ltd,Active,MT,10,INE0L3501015,Dairy Products,129.02
543547,DDEV PLASTIKS INDUSTRIES LIMITED,DDEVPLASTIK,Ddev Plastiks Industries Ltd,Active,B,1,INE0HR601026,Specialty Chemicals,2945.98
543563,Motilal Oswal Mutual Fund,MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,Active,B,10,INF247L01BB1,,
543568,ICICI Prudential Mutual Fund,MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,Active,B,10,INF109KC17C7,,
543569,HDFC Mutual Fund,HDFCNIF100,HDFC NIFTY 100 ETF,Active,B,17.73,INF179KC1HR4,,
543570,HDFC Mutual Fund,HDFCNEXT50,HDFC Mutual Fund,Active,B,41.82,INF179KC1HS2,,
543571,ICICI Prudential Mutual Fund,INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,Active,B,10,INF109KC16E5,,
543573,Syrma SGS Technology Limited,SYRMA,Syrma SGS Technology Ltd,Active,A,10,INE0DYJ01015,Industrial Products,8986.69
543574,Aditya Birla Sun Life Mutual Fund,NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Active,B,1,INF209KB15K4,,
543575,Aditya Birla Sun Life Mutual Fund,MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Active,B,1,INF209KB14K7,,
543576,Motilal Oswal Mutual Fund,MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,Active,B,10,INF247L01BE5,,
543577,Motilal Oswal Mutual Fund,MOQUALITY,Motilal Oswal S&P BSE Quality ETF,Active,B,10,INF247L01BH8,,
543578,Olatech Solutions Limited,OLATECH,Olatech Solutions Ltd,Active,M,10,INE0M3901015,Software Products,98.9
543579,NATURO INDIABULL LIMITED,NATURO,Naturo Indiabull Ltd,Active,M,10,INE0JNB01012,Personal Care,23.58
543590,Rhetan TMT Limited,RHETAN,Rhetan TMT Ltd,Active,B,1,INE0KKN01029,Iron & Steel Products,1526.81
543591,DREAMFOLKS SERVICES LIMITED,DREAMFOLKS,Dreamfolks Services Ltd,Active,A,2,INE0JS101016,Airport & Airport services,2398.97
543593,Dhampur Bio Organics Limited,DBOL,Dhampur Bio Organics Ltd,Active,B,10,INE0I3401014,Sugar,887.6
543594,DIPNA PHARMACHEM LIMITED,DPL,Dipna Pharmachem Ltd,Active,M,10,INE0MC401013,Pharmaceuticals,17.53
543595,EP BIOCOMPOSITES LIMITED,EPBIO,EP Biocomposites Ltd,Active,M,10,INE0D2I01014,Waste Management,29.69
543596,Tamilnad Mercantile Bank Limited,TMB,Tamilnad Mercantile Bank Ltd,Active,A,10,INE668A01016,Private Sector Bank,7021.3
543597,Virtuoso Optoelectronics Limited,VOEPL,Virtuoso Optoelectronics Ltd,Active,MT,10,INE0I0T01010,Diversified consumer products,845.03
543598,SHANTIDOOT INFRA SERVICES LIMITED,SISL,Shantidoot Infra Services Ltd,Active,MT,10,INE0LU301014,Residential- Commercial Projects,54.66
543599,Ksolves India Limited,KSOLVES,Ksolves India Ltd,Active,B,10,INE0D6I01015,Computers - Software & Consulting,1151.1
543600,Harsha Engineers International Limited,HARSHA,Harsha Engineers International Ltd,Active,B,10,INE0JUS01029,Other Industrial Products,4570.87
543605,HDFC Mutual Fund,HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,Active,B,38.59,INF179KC1DL6,,
543606,CONTAINE TECHNOLOGIES LIMITED,CONTAINE,Containe Technologies Ltd,Active,MT,10,INE0M8901010,Industrial Products,71.49
543607,HDFC Mutual Fund,HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,Active,B,89.04,INF179KC1DJ0,,
543608,HDFC Mutual Fund,HDFCVALUE,HDFC NIFTY50 Value 20 ETF,Active,B,86.07,INF179KC1DK8,,
543613,MAFIA TRENDS LIMITED,MAFIA,Mafia Trends Ltd,Active,M,10,INE0KQQ01011,Speciality Retail,7.8
543614,Tips Films Limited,TIPSFILMS,Tips Films Ltd,Active,B,10,INE0LQS01015,Film Production- Distribution & Exhibition,222.46
543615,SILICON RENTAL SOLUTIONS LIMITED,SRSOLTD,Silicon Rental Solutions Ltd,Active,M,10,INE0MNV01014,Diversified Commercial Services,291.72
543616,Trident Lifeline Limited,TLL,Trident Lifeline Ltd,Active,M,10,INE0MKA01014,Pharmaceuticals,357.63
543617,REETECH INTERNATIONAL CARGO AND COURIER LIMITED,REETECH,Reetech International Cargo and Courier Ltd,Active,M,10,INE0MKO01015,Trading Coal,21.98
543618,Cargotrans Maritime Limited,CARGOTRANS,Cargotrans Maritime Ltd,Active,M,10,INE0M4L01013,Logistics Solution Provider,26.11
543619,Concord Control Systems Limited,CNCRD,Concord Control Systems Ltd,Active,M,10,INE0N0J01014,Industrial Products,981.08
543620,INSOLATION ENERGY LIMITED,INA,Insolation Energy Ltd,Active,M,10,INE0LGX01016,Power Generation,8843.08
543621,Cargosol Logistics Limited,CARGOSOL,Cargosol Logistics Ltd,Active,M,10,INE0KZM01011,Logistics Solution Provider,29.58
543622,STEELMAN TELECOM LIMITED,STML,Steelman Telecom Ltd,Active,M,10,INE0MSK01016,Other Telecom Services,137.4
543623,VEDANT ASSET LIMITED,VEDANTASSET,Vedant Asset Ltd,Active,MT,10,INE0NC801013,Financial Products Distributor,45.62
